iter	Logloss
0	0.5659625535
1	0.486384558
2	0.4154558307
3	0.3737922301
4	0.3216523837
5	0.2846677003
6	0.2622941699
7	0.2404964383
8	0.226425833
9	0.2147753698
10	0.2007027154
11	0.1930490384
12	0.187303985
13	0.1836485183
14	0.1770606477
15	0.1733876859
16	0.1673312134
17	0.1611629426
18	0.1593492708
19	0.1551751656
20	0.1532332923
21	0.1504150069
22	0.1483053932
23	0.1458424729
24	0.1436291219
25	0.1398234353
26	0.137124439
27	0.1352896738
28	0.1334750336
29	0.1317209181
30	0.1299296456
31	0.1284773176
32	0.1275542971
33	0.1255977469
34	0.1237279214
35	0.1206147032
36	0.1177905681
37	0.1156789442
38	0.1127711224
39	0.1116776043
40	0.1108611551
41	0.1096380318
42	0.1081141893
43	0.1063683527
44	0.1045765393
45	0.1033331701
46	0.1016632838
47	0.1001673524
48	0.09903685668
49	0.09785860582
50	0.09644936776
51	0.09526081204
52	0.09323227866
53	0.09262554389
54	0.09148756802
55	0.09034751347
56	0.08886883025
57	0.08793170832
58	0.08710922212
59	0.08584827694
60	0.08430156752
61	0.08333964463
62	0.08271266777
63	0.08204247781
64	0.08101121751
65	0.07996560426
66	0.0788356375
67	0.07804239836
68	0.07740028137
69	0.07644374858
70	0.07566380048
71	0.07443788402
72	0.07325179419
73	0.07261607509
74	0.07182490524
75	0.07097971092
76	0.0706696717
77	0.07019517557
78	0.06966340663
79	0.06888027171
80	0.06831811822
81	0.06781230077
82	0.06725809854
83	0.06692169326
84	0.0657861511
85	0.06535168151
86	0.06493085158
87	0.06461214579
88	0.06401152219
89	0.06337438403
90	0.06289455066
91	0.06260556958
92	0.0620908306
93	0.06091636042
94	0.06035190753
95	0.0600387563
96	0.05969585515
97	0.05880321067
98	0.05825699187
99	0.05798603068
100	0.05739646868
101	0.05695005762
102	0.05662598489
103	0.05615870696
104	0.05554025948
105	0.05471812749
106	0.05421721572
107	0.05387563428
108	0.05364361645
109	0.05345547353
110	0.05327912107
111	0.05290318494
112	0.0522422033
113	0.05144468651
114	0.05102964248
115	0.05073351515
116	0.05030275547
117	0.05013216431
118	0.04961765172
119	0.04937610961
120	0.04923254331
121	0.04910817663
122	0.04871027968
123	0.04856666032
124	0.04818682419
125	0.047693631
126	0.04748249422
127	0.04697976563
128	0.04685388033
129	0.04657475723
130	0.04632586507
131	0.04621258778
132	0.04591818161
133	0.04574240636
134	0.04540855993
135	0.04522249359
136	0.04473826633
137	0.04453993313
138	0.04423860848
139	0.04402258109
140	0.04370093807
141	0.0434954176
142	0.04324969616
143	0.04310317541
144	0.04292027697
145	0.04266507503
146	0.04241025157
147	0.04217774705
148	0.04196445474
149	0.04166668003
150	0.04140747943
151	0.0412039844
152	0.04104696003
153	0.04077370612
154	0.040609596
155	0.04044744101
156	0.04036104993
157	0.04015503803
158	0.03995167957
159	0.03980751498
160	0.03955289515
161	0.03934839906
162	0.03921660852
163	0.03907256393
164	0.03881051632
165	0.03857114462
166	0.03835764314
